fighter_name,Height,Weight,Reach,Stance,DOB,Affiliation,Born,Fighting out of
Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",Vila da Luta,"Curitiba, Parana, Brazil","Curitiba, Parana, Brazil"
Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",,"Kankakee, Illinois, United States","Chicago, Illinois"
Amir Sadollah,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",Xtreme Couture,"Brooklyn, New York, United States","Richmond, Virginia"
Frankie Saenz,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",Triton Fight Center,United States,"Phoenix, Arizona"
Saparbeg Safarov,"6' 1""",205 lbs.,"78""",Orthodox,"Oct 14, 1986",Legion Fight Team,"Sochi, Russia","Makhachkala, Russia"
Tarec Saffiedine,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",Tristar Gym,"Brussels, Belgium","Montreal, Québec"
Jason Saggo,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",Wulfrun MMA,"Bolton, Ontario, Canada","Charlottetown, PEI"
Ovince Saint Preux,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",Knoxville Martial Arts Academy,Haiti,"Knoxville, Tennessee"
Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",Mighty Bulls Gdynia,Poland,"Gdańsk, Poland"
Augusto Sakai,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",Gile Ribeiro Team,"Curitiba, Parana, Brazil","Curitiba, Parana, Brazil"
Alessio Sakara,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",American Top Team,"Rome, Italy","Miami, Florida"
Gokhan Saki,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983",,"Schiedam, Netherlands",Turkey
Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",Genesis Training Academy,"Green River, Wyoming, United States","Denver, Colorado"
Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",Berkut FC,"Mkahachkala, Russia","Buynaksk, Russia"
Boston Salmon,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",Xtreme Couture,"Waianae, Hawaii","Las Vegas, Nevada"
John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",Gym-O,"Gardendale, Alabama, United States","Wilmington, North Carolina "
Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",MMA Masters,USA,USA
Josh Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",St Charles MMA,"Las Vegas, Nevada, United States","Saint Charles, Missouri"
Diego Sanchez,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",,"Albuquerque, New Mexico, United States","Albuquerque, New Mexico"
Eddie Sanchez,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",NCFC Fight Team,"La Jolla, California, United States","Vista, California"
Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",Jackson Wink MMA,United States,"Albuquerque, New Mexico"
Andrew Sanchez,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",Tristar Gym,United States,Missouri
Robert Sanchez,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",Gracie Barra Houston,"Houston, Texas, United States","Houston, Texas"
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",Nashville MMA,United States,"Clarksville, Tennessee"
Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",The Forge MMA,United States,North Carolina
Cory Sandhagen,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",Elevation Fight Team,United States,"Aurora, Colorado"
Hector Sandoval,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",Team Alpha Male,"Uruapan, Michoacan, Mexico","Sacramento, California"
Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",Tata Fight Team,Brazil,"Rio de Janeiro, Rio de Janeiro, Brazil"
Jorge Santiago,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",Blackzilians,Brazil,"Boca Raton, Florida"
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",Team Top Notch,United States,"Northlake, Illinois"
Iliarde Santos,"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",American Top Team,"Belem, Para, Brazil","Londrina, Parana, Brazil"
Leonardo Santos,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",Nova União,"Rio de Janeiro, Rio de Janeiro, Brazil","Campos dos Goytacazes, Rio de Janeiro, Brazil"
Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",Tata Fight Team,"Rio de Janeiro, Rio de Janeiro, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Taila Santos,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",Astra Fight Team,"Jaragua do Sul, Santa Catarina, Brazil","Balneario Camboriu, Santa Catarina, Brazil"
Daniel Sarafian,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",Demian Maia JJ,"Sao Paulo, Sao Paulo, Brazil","Sao Paulo, Sao Paulo, Brazil"
Yuta Sasaki,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",Longo And Weidman MMA,"Numazu, Shizuoka, Japan","New York City, New York"
Paul Sass,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 04, 1988",Next Generation UK,"Liverpool, England","Liverpool, England"
Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",,"Tokyo, Japan","Fort Lauderdale, Florida"
Ben Saunders,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",American Top Team,"Fort Lauderdale, Florida, United States","Orlando, Florida"
Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",Alliance MMA,United States,"San Diego, California"
Eric Schafer,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",Red Schafer MMA,"Fond du Lac, Wisconsin, United States","Milwaukee, Wisconsin"
Brendan Schaub,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",,"Aurora, Colorado, United States","Denver, Colorado"
Matt Schnell,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",American Top Team,United States,"Shreveport, Louisiana"
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992",,United States,"Spartanburg, South Carolina"
Brad Scott,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",Dragon's Lair MMA,"Bath, Somerset, England","Melksham, Wilshire, England"
Neil Seery,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",Team Ryano MMA,"Dublin, Ireland","Dublin, Ireland"
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,"Feb 12, 1992",Family Fight Team,Serbia,"Novi Sad, Serbia"
Pete Sell,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",Serra Jiu-Jitsu,United States,"Bayshore, New York"
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980",Pride Training Center,United States,"Norfolk, Virginia, United States"
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",Serra Jiu-Jitsu,"East Meadow, New York, United States","East Meadow, New York"
Fredy Serrano,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",Octagon MMA,"Bogota, Distrito Capital, Colombia",Colombia
Edmen Shahbazyan,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",Glendale Fighting Club,United States,"Glendale, California"
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972",Dynamix MMA,"Heris, Iran","Washington, District of Columbia, United States"
Eric Shelton,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",Core Fitness Systems,"Lawton, Oklahoma, United States","East Moline, Illinois"
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",Minnesota Martial Arts Academy,"St. Francis, Minnesota, United States","Oak Grove, Minnesota"
Chase Sherman,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989","American Top Team D’Iberville, MS","D'Iberville, Mississippi, United States","D'Iberville, Mississippi, United States"
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",Tiger Muay Thai,"Frunze, Bishkek, Kyrgyzstan","Lima, Peru"
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",Tiger Muay Thai,"Frunze, Bishkek, Kyrgyzstan","Lima, Peru"
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,"Jan 09, 1979",Cesar Gracie Jiu Jitsu,"Mountain Ranch, California, United States","San Francisco, California"
Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",Tillery Combat MMA Academy,Wales,Wales
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",Sikjitsu,"Spokane, Washington, United States","Spokane, Washington"
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987",The Pit Elevated Fight Team,"Anaheim, California, United States","Provo, Utah"
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",,"Sao Paulo, Sao Paulo, Brazil","Curitiba, Parana, Brazil"
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",Wand Fight Team,"Curitiba, Parana, Brazil","Las Vegas, Nevada"
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",Blackzilians,"Sao Carlos, Sao Paulo, Brazil","Boca Raton, Florida"
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",American Top Team,"Campina Grande, Paraiba, Brazil","Brasilia, Federal District, Brazil"
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",Kings MMA,"Vila Velha, Espirito Santo Brazil","Vila Velha, Espirito Santo, Brazil"
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 11, 1985",American Top Team,Brazil,"Sao Paulo, Sao Paulo, Brazil"
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",American Top Team,"Rondonopolis, Mato Grosso, Brazil","Minas Gerais, Brazil"
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,"Feb 05, 1989",Evolução Thai MMA,"Anapolis, Goias, Brazil","Curitiba, Parana, Brazil"
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984",CM System,Brazil,"Juiz de Fora, Minas Gerais, Brazil"
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",Team Nogueira,"Vila Velha, Espirito Santo, Brazil","Rio de Janeiro, Rio de Janeiro, Brazil"
Douglas Silva de Andrade,"5' 7""",145 lbs.,"68""",Orthodox,"Jun 22, 1985",NFT Castanhal,Brazil,"Castanhal, Para, Brazil"
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,"Sep 22, 1986",Team Silvério,"Pirapora do Bom Jesus, Sao Paulo, Brazil","Pirapora do Bom Jesus, Sao Paulo, Brazil"
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",Gracie Barra Portland,United States,"Vancouver, Washington"
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",Power MMA,"Gunnison, Colorado, United States","Phoenix, Arizona"
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",,"Davenport, Iowa","Denver, Colorado"
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",Hardcore Gym,United States,"Athens, Georgia, USA"
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",,Australia,"Sydney, Australia"
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",Team KiBoJu,"Omsk, Russia","Mannheim, Germany"
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",Team Takedown,United States,"Arlington, Texas"
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",Capital City Fighting Alliance,"Reno, Nevada, United States","Elk Grove, California"
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,"Jan 05, 1981",,"Vancouver, Washington","Tukwila, Washington"
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",Disorderly Conduct,"Corpus Christi, Texas, United States","Omaha, Nebraska"
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,"Aug 14, 1987",Matt Larsen's Combat Fitness Center,United States,"Fort Hood, Texas"
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",Cesar Gracie Jiu Jitsu,"South Pasadena, California","Pleasant Hill, California"
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",factoryX Muay Thai,"Bedford, Ohio, United States","Englewood, Colorado"
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",The Sound Martial Arts,"Vancouver, British Columbia","Chiang Mai, Thailand"
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",Baltic Challenge,Russia,"Kaliningrad, Russia"
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",Team Oyama,"Kapolei, Hawaii","Kapolei, Hawaii"
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",Straight Blast Gym Ireland,Ireland,"Arklow, Ireland"
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,"Jan 11, 1987",Planet Eater,"Zabrze, Poland","Geislingen, Germany"
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",Gracie Barra,"Rio de Janeiro, Brazil","Costa Mesa, California"
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",Team Quest Encinitas,"Hom'la, Cameroon","Encinitas, California"
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",Gym-O,United States,"Wilmington, NC"
Kenan Song,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",,"Tangshan, Hebei, China","Hebei, China"
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",Team Quest Portland,"Milwaukie, Oregon, United States","West Linn, Oregon"
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993",Korean Zombie MMA,South Korea,South Korea
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",Xtreme Couture,United States,"Oahu, Hawaii"
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,"Jul 06, 1989",,"Yalta, Ukraine","Moscow, Russia"
Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",Resilience Training Centre,Australia,"Melbourne, Australia"
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",Reign MMA,"Stalowa Wola, Poland","Temecula, California"
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",American Top Team,"Geelong, Victoria, Australia","Vancouver, Washington"
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",AMA Fight Club,"New York, New York, United States","Oakhurst, New Jersey"
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",Nor-Cal Fighting Alliance,"Porterville, California","Santa Rosa, California"
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",Blackzilians,"Providence, Rhode Island, United States","Lakeworth, Florida"
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",Fusion Xcel Performance,"Vila Velha, Espirito Santo, Brazil","Manaus, Amazonas, Brazil"
Edimilson Souza,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",Ataque Duplo / Thiago Tavares Team,"Salvador, Bahia, Brazil","Florianopolis, Santa Catarina, Brazil"
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",Team Maximo,"Araraquara, Sao Paulo, Brazil","Araraquara, Sao Paulo, Brazil"
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",Fortis MMA,United States,"Beaumont, Texas"
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",,United States,"Elgin, Minnesota"
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",Fortis MMA,"Bluefield, Virginia, United States","Dallas, Texas"
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",The Jungle MMA & Fitness,"Montreal, Quebec","Orlando, Florida"
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",Tristar Gym,"Stoughton, Massachusetts","Olneyville, Rhode Island"
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",Sikjitsu,"Spokane, Washington","Spokane, Washington"
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",Polar Bear Team,Ukraine,Moldova
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",Ronin Training Center,United States,Columbus OH
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987",Gracie Barra Portland,"Washington State, United States","Vancouver, Washington"
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",Tristar Gym,"St. Isidore, Quebec, Canada","Montreal, Quebec, Canada"
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",Team Lloyd Irvin,"Durham, North Carolina, United States","Temple Hills, Maryland"
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,"Nov 09, 1989",Michigan Top Team,"Sparta, Michigan","Sparta, Michigan"
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",Jackson Wink MMA,"Yokota Airbase, Japan","Scranton, Pennsylvania"
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",Syndicate MMA,"East Liverpool, Ohio, United States","Las Vegas, Nevada"
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",Arizona Combat Sports,"Sacramento, California, United States","Tempe, Arizona"
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",,"Surrey, British Colombia, Canada","Surrey, British Colombia"
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993",Invictus MMA,"La Plata, Buenos Aires, Argentina","La Plata, Buenos Aires, Argentina"
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",United Gym,"Łódź, Poland","Łódź, Poland"
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",Aron Thomas Jiu Jitsu,"Norwood, Ohio, United States","Cincinnati, Ohio"
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",Arizona Combat Sports,"Mesa, Arizona","Phoenix, Arizona"
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",Alliance MMA,"Des Moines, Iowa, United States","San Diego, California"
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",Serra Jiu-Jitsu,United States,"Cortland, New York"
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",Joe Stevenson's Cobra Kai,"Torrance, California, United States","Victorville, California"
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",Joe Stevenson's Cobra Kai,United States,"Victorville, California"
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",MMA Clinic,England,"East London, England"
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",Arizona Combat Sports,United States,"Tempe, Arizona"
Julija Stoliarenko,"5' 7""",135 lbs.,"66""",,"Apr 08, 1993",Fighter House,Lithuania,"Kaunas, Lithuania"
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,"Dec 28, 1992",La Onda Fight Club,"Schönebeck, Germany","Magdeburg, Germany"
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",American Top Team,"Framingham, Massachusetts, United States","Coconut Creek, Florida"
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",MMA Lab,"Tacoma, Washington, United States","Vancouver, Washington"
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",,Serbia,"Belgrade, Serbia"
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",Adrenaline MMA Training & Fitness,"London, Ontario, Canada","London, Ontario"
Sean Strickland,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991",Team Quest,United States,"Riverside, California"
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",Team Schreiber,"Beverwijk, Netherlands","Beverwijk, Netherlands"
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",Millennia MMA,"Covina, California","Rancho Cucamonga, California"
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",Pellegrino Mixed Martial Arts,United States,"Belmar, New Jersey"
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",Jackson Wink MMA,"Palm Springs, California, United States","Albuquerque, New Mexico"
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",AKA Thailand,"Houston, Texas, United States","San Jose, California"
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",Champions Gym,"Ellsworth, Maine, United States",Maine
Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",,Australia,Australia
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",Arena Dortmund,"Warendorf, Germany","Dortmund, Germany"
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",Tiger Muay Thai,"Grozny, Chechen Republic, Russia","Vienna, Austria"
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",Tristar Gym,"Cogolin, France","Montreal, Quebec"
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",KRAZY BEE,"Shinigawa, Tokyo, Japan","Tokyo, Japan"
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",Team Alpha Male Japan,"Yokohama, Kanagawa, Japan","Yokohama, Kanagawa, Japan"
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",Hard Knocks Kickboxing,USA,USA
Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 18, 1986",,"Tacoma, Washington, United States","Olympia, Washington"
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",Ataque Duplo,"Florianopolis, Santa Catarina, Brazil","Florianopolis, Santa Catarina, Brazil"
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",Xtreme Couture,"Kailua, Hawaii, United States","Las Vegas, Nevada"
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",Team Kaobon Liverpool,"Walsall, England","Walsall, England"
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",The Arena MMA,United States,"Murrieta, California"
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",Saekson's Muay Thai,"Lancaster, California","Palmdale, California"
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",Elite Fight Gym,"Darfield, New Zealand","New South Wales, Australia"
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",Teixeira MMA & Fitness,"Sobrália, Minas Gerais, Brazil","Bethel, Connecticut"
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",Allstars Training Center,"Järfälla, Sweden","Stockholm, Norsburg, Sweden"
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",Allstars Training Center,Sweden,"Stockholm, Sweden"
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",Elevation Fight Team,"Denver, Colorado, United States","Denver, Colorado"
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",Grant's MMA,"Mississauga, Ontario, Canada","Mississauga, Ontario"
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",XGym,"Brasilia, Federal District, Brazil","Brasilia, Federal District, Brazil"
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",Upstate Karate,"Simpsonville, South Carolina, United States","Simpsonville, South Carolina"
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",American Kickboxing Academy,"San Jose, California, United States","San Jose, California"
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",Team Frontline,"Sandefjord, Norway","Oslo, Norway"
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",American Top Team,"Natal, Rio Grande Norte, Brazil","Coconut Creek, Florida"
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",Team Kaobon Liverpool,"Liverpool, Merseyside, England","Liverpool, Merseyside, United Kingdom "
